timestamp,workload,app_http_request_latency_houses_POST_0.5,app_http_request_latency_houses_POST_0.9,app_http_request_latency_houses_POST_0.99,app_http_request_latency_metrics_GET_0.5,app_http_request_latency_metrics_GET_0.9,app_http_request_latency_metrics_GET_0.99,app_http_request_latency_recipes_GET_0.5,app_http_request_latency_recipes_GET_0.9,app_http_request_latency_recipes_GET_0.99,app_http_request_latency_recipes_POST_0.5,app_http_request_latency_recipes_POST_0.9,app_http_request_latency_recipes_POST_0.99,app_http_request_latency_schedules_POST_0.5,app_http_request_latency_schedules_POST_0.9,app_http_request_latency_schedules_POST_0.99,app_http_request_latency_storages_POST_0.5,app_http_request_latency_storages_POST_0.9,app_http_request_latency_storages_POST_0.99,app_http_request_latency_users_POST_0.5,app_http_request_latency_users_POST_0.9,app_http_request_latency_users_POST_0.99,pg_checkpoint_completion_target,pg_checkpoint_segments,pg_default_statistics_target,pg_effective_cache_size_mb,pg_maintenance_work_mem_mb,pg_random_page_cost,pg_shared_buffers_mb,pg_wal_buffers_mb,pg_work_mem_kb
1517597287,4.8,44,89,90,1,2,4,6,11,44,300,476,593,45,759,1257,2047,3340,3714,27,46,119,0.5,3,100,128,16,4,128,128,1024
1517597289,4.8,44,89,90,1,2,4,6,11,44,300,476,593,45,759,1257,2047,3340,3714,27,46,119,0.5,3,100,128,16,4,128,128,1024
1517597291,4.8,44,89,90,1,2,4,6,11,44,300,476,593,45,759,1257,2047,3340,3714,27,46,119,0.5,3,100,128,16,4,128,128,1024
1517597293,10,44,89,90,1,2,4,6,11,37,300,476,593,45,1081,1257,1391,3340,3714,27,46,119,0.5,3,100,128,16,4,128,128,1024
1517597295,10,44,89,90,1,2,4,6,11,37,300,476,593,45,1081,1257,1391,3340,3714,27,46,119,0.5,3,100,128,16,4,128,128,1024
1517597297,6.4,44,89,91,1,2,5,6,11,37,303,482,593,45,759,1257,1386,3340,3714,27,46,119,0.5,3,100,128,16,4,128,128,1024
1517597299,6.4,44,89,91,1,2,5,6,11,37,303,482,593,45,759,1257,1386,3340,3714,27,46,119,0.5,3,100,128,16,4,128,128,1024
1517597301,6.4,44,89,91,1,2,5,6,11,37,303,482,593,45,759,1257,1386,3340,3714,27,46,119,0.5,3,100,128,16,4,128,128,1024
1517597303,6.4,44,89,112,1,2,5,6,11,42,301,476,588,45,759,1257,1386,3340,3714,28,46,119,0.5,3,100,128,16,4,128,128,1024
1517597305,6.4,44,89,112,1,2,5,6,11,42,301,476,588,45,759,1257,1386,3340,3714,28,46,119,0.5,3,100,128,16,4,128,128,1024
1517597307,8.2,44,89,112,1,2,5,6,11,42,301,476,588,45,1081,1257,1386,2990,3714,28,46,119,0.5,3,100,128,16,4,128,128,1024
1517597309,8.2,44,89,112,1,2,5,6,11,42,301,476,588,45,1081,1257,1386,2990,3714,28,46,119,0.5,3,100,128,16,4,128,128,1024
1517597311,8.2,44,89,112,1,2,5,6,11,42,301,476,588,45,1081,1257,1386,2990,3714,28,46,119,0.5,3,100,128,16,4,128,128,1024
1517597313,7.4,44,89,112,1,2,5,6,11,42,303,476,588,45,1123,1257,1697,3340,4135,28,46,119,0.5,3,100,128,16,4,128,128,1024
1517597315,7.4,44,89,112,1,2,5,6,11,42,303,476,588,45,1123,1257,1697,3340,4135,28,46,119,0.5,3,100,128,16,4,128,128,1024
1517597317,7.4,44,89,112,1,2,4,6,11,42,306,486,588,45,1123,1257,1697,3714,4439,28,46,119,0.5,3,100,128,16,4,128,128,1024
1517597319,7.4,44,89,112,1,2,4,6,11,42,306,486,588,45,1123,1257,1697,3714,4439,28,46,119,0.5,3,100,128,16,4,128,128,1024
1517597321,7.4,44,89,112,1,2,4,6,11,42,306,486,588,45,1123,1257,1697,3714,4439,28,46,119,0.5,3,100,128,16,4,128,128,1024
1517597323,7.6,45,90,112,1,2,4,6,11,37,307,488,588,45,1162,1257,1697,3714,4439,29,47,119,0.5,3,100,128,16,4,128,128,1024
1517597325,7.6,45,90,112,1,2,4,6,11,37,307,488,588,45,1162,1257,1697,3714,4439,29,47,119,0.5,3,100,128,16,4,128,128,1024
1517597327,10,45,90,112,1,2,4,6,11,37,313,486,588,45,1162,1251,1407,3714,4439,31,47,119,0.5,3,100,128,16,4,128,128,1024
1517597329,10,45,90,112,1,2,4,6,11,37,313,486,588,45,1162,1251,1407,3714,4439,31,47,119,0.5,3,100,128,16,4,128,128,1024
1517597331,10,45,90,112,1,2,4,6,11,37,313,486,588,45,1162,1251,1407,3714,4439,31,47,119,0.5,3,100,128,16,4,128,128,1024
1517597333,8.2,45,90,112,1,2,4,6,11,37,313,486,588,45,1162,1251,1697,3340,4439,29,47,119,0.5,3,100,128,16,4,128,128,1024
1517597335,8.2,45,90,112,1,2,4,6,11,37,313,486,588,45,1162,1251,1697,3340,4439,29,47,119,0.5,3,100,128,16,4,128,128,1024
1517597337,7.2,46,90,112,1,2,4,6,11,37,314,488,588,45,1162,1251,1644,3340,4439,31,47,119,0.5,3,100,128,16,4,128,128,1024
1517597339,7.2,46,90,112,1,2,4,6,11,37,314,488,588,45,1162,1251,1644,3340,4439,31,47,119,0.5,3,100,128,16,4,128,128,1024
1517597341,7.2,46,90,112,1,2,4,6,11,37,314,488,588,45,1162,1251,1644,3340,4439,31,47,119,0.5,3,100,128,16,4,128,128,1024
1517597343,7.4,57,89,112,1,2,4,6,11,37,315,488,588,45,1175,1251,1736,4093,4779,32,47,119,0.5,3,100,128,16,4,128,128,1024
1517597345,7.4,57,89,112,1,2,4,6,11,37,315,488,588,45,1175,1251,1736,4093,4779,32,47,119,0.5,3,100,128,16,4,128,128,1024
1517597347,7.8,57,89,112,1,2,4,6,11,37,315,493,648,46,1179,1251,1812,4093,4779,32,47,119,0.5,3,100,128,16,4,128,128,1024
1517597349,7.8,57,89,112,1,2,4,6,11,37,315,493,648,46,1179,1251,1812,4093,4779,32,47,119,0.5,3,100,128,16,4,128,128,1024
1517597351,7.8,57,89,112,1,2,4,6,11,37,315,493,648,46,1179,1251,1812,4093,4779,32,47,119,0.5,3,100,128,16,4,128,128,1024
1517597353,7,66,90,112,1,2,4,6,12,42,315,493,648,46,1175,1251,2013,4197,4779,35,47,119,0.5,3,100,128,16,4,128,128,1024
1517597355,7,66,90,112,1,2,4,6,12,42,315,493,648,46,1175,1251,2013,4197,4779,35,47,119,0.5,3,100,128,16,4,128,128,1024
1517597357,5.2,66,90,112,1,2,4,6,12,42,315,493,648,45,1162,1251,1860,4135,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597359,5.2,66,90,112,1,2,4,6,12,42,315,493,648,45,1162,1251,1860,4135,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597361,5.2,66,90,112,1,2,4,6,12,42,315,493,648,45,1162,1251,1860,4135,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597363,4.8,66,90,112,1,2,4,6,12,41,315,493,648,45,1175,1254,1860,4135,4779,35,47,119,0.5,3,100,128,16,4,128,128,1024
1517597365,4.8,66,90,112,1,2,4,6,12,41,315,493,648,45,1175,1254,1860,4135,4779,35,47,119,0.5,3,100,128,16,4,128,128,1024
1517597367,4,66,90,112,1,2,4,6,12,41,318,493,704,45,1175,1254,1860,4135,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597369,4,66,90,112,1,2,4,6,12,41,318,493,704,45,1175,1254,1860,4135,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597371,4,66,90,112,1,2,4,6,12,41,318,493,704,45,1175,1254,1860,4135,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597373,3,66,90,112,1,2,4,6,12,41,318,507,704,45,1175,1254,1860,4135,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597375,3,66,90,112,1,2,4,6,12,41,318,507,704,45,1175,1254,1860,4135,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597377,5,66,90,112,1,2,4,6,12,41,318,507,704,45,1175,1254,1860,4135,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597379,5,66,90,112,1,2,4,6,12,41,318,507,704,45,1175,1254,1860,4135,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597381,5,66,90,112,1,2,4,6,12,41,318,507,704,45,1175,1254,1860,4135,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597383,4.6,66,90,112,1,2,4,6,12,44,320,507,704,45,1175,1254,1860,4135,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597385,4.6,66,90,112,1,2,4,6,12,44,320,507,704,45,1175,1254,1860,4135,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597387,6.8,66,90,112,1,2,4,6,12,44,320,507,704,45,1162,1251,1860,4093,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597389,6.8,66,90,112,1,2,4,6,12,44,320,507,704,45,1162,1251,1860,4093,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597391,6.8,66,90,112,1,2,4,6,12,44,320,507,704,45,1162,1251,1860,4093,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597393,2.8,66,90,112,1,2,4,6,12,44,318,507,704,45,1162,1251,1860,4093,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597395,2.8,66,90,112,1,2,4,6,12,44,318,507,704,45,1162,1251,1860,4093,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597397,6.4,66,90,112,1,2,4,6,12,44,318,513,704,45,1162,1251,1860,4093,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597399,6.4,66,90,112,1,2,4,6,12,44,318,513,704,45,1162,1251,1860,4093,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597401,6.4,66,90,112,1,2,4,6,12,44,318,513,704,45,1162,1251,1860,4093,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597403,6.8,66,90,112,1,2,4,6,12,44,320,516,648,45,1123,1251,1830,4093,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597405,6.8,66,90,112,1,2,4,6,12,44,320,516,648,45,1123,1251,1830,4093,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597407,5.2,66,90,112,1,2,4,6,12,44,323,528,648,45,1123,1251,1830,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597409,5.2,66,90,112,1,2,4,6,12,44,323,528,648,45,1123,1251,1830,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597411,5.2,66,90,112,1,2,4,6,12,44,323,528,648,45,1123,1251,1830,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597413,5.8,66,90,112,1,2,4,6,12,44,323,529,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597415,5.8,66,90,112,1,2,4,6,12,44,323,529,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597417,3.4,66,90,112,1,2,5,6,12,44,323,528,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597419,3.4,66,90,112,1,2,5,6,12,44,323,528,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597421,3.4,66,90,112,1,2,5,6,12,44,323,528,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597423,3.2,66,90,112,1,2,5,6,12,44,322,528,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597425,3.2,66,90,112,1,2,5,6,12,44,322,528,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597427,3.6,66,90,112,1,2,5,6,12,44,324,518,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597429,3.6,66,90,112,1,2,5,6,12,44,324,518,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597431,3.6,66,90,112,1,2,5,6,12,44,324,518,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597433,4,66,90,112,1,2,5,6,12,44,324,529,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597435,4,66,90,112,1,2,5,6,12,44,324,529,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597437,3,66,90,112,1,2,4,6,12,44,324,529,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597439,3,66,90,112,1,2,4,6,12,44,324,529,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597441,3,66,90,112,1,2,4,6,12,44,324,529,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597443,5.6,66,90,112,1,2,4,6,12,44,331,528,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597445,5.6,66,90,112,1,2,4,6,12,44,331,528,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597447,4.8,66,90,112,1,2,4,6,12,44,332,528,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597449,4.8,66,90,112,1,2,4,6,12,44,332,528,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597451,4.8,66,90,112,1,2,4,6,12,44,332,528,704,45,1113,1251,1812,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597453,6,66,90,112,1,2,4,6,12,44,335,528,704,45,1081,1251,1736,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597455,6,66,90,112,1,2,4,6,12,44,335,528,704,45,1081,1251,1736,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597457,5.2,66,90,112,1,2,4,6,12,44,335,518,704,45,1081,1251,1736,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597459,5.2,66,90,112,1,2,4,6,12,44,335,518,704,45,1081,1251,1736,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597461,5.2,66,90,112,1,2,4,6,12,44,335,518,704,45,1081,1251,1736,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597463,6.4,66,90,112,1,2,4,6,12,44,335,518,704,45,1065,1251,1697,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597465,6.4,66,90,112,1,2,4,6,12,44,335,518,704,45,1065,1251,1697,4014,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597467,6.8,66,90,112,1,2,4,6,12,42,335,518,704,45,1065,1251,1697,3832,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597469,6.8,66,90,112,1,2,4,6,12,42,335,518,704,45,1065,1251,1697,3832,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597471,6.8,66,90,112,1,2,4,6,12,42,335,518,704,45,1065,1251,1697,3832,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597473,6,66,90,112,1,2,4,6,12,42,335,517,704,45,1065,1251,1666,3832,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597475,6,66,90,112,1,2,4,6,12,42,335,517,704,45,1065,1251,1666,3832,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597477,7.6,66,90,112,1,2,4,6,12,44,335,518,704,45,1081,1251,1697,3832,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597479,7.6,66,90,112,1,2,4,6,12,44,335,518,704,45,1081,1251,1697,3832,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597481,7.6,66,90,112,1,2,4,6,12,44,335,518,704,45,1081,1251,1697,3832,4779,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597483,6.2,66,89,112,1,2,4,6,12,44,332,528,704,45,1081,1251,1697,3714,4466,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597485,6.2,66,89,112,1,2,4,6,12,44,332,528,704,45,1081,1251,1697,3714,4466,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597487,6.2,66,89,112,1,2,4,6,12,44,335,529,704,45,1065,1251,1697,3714,4466,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597489,6.2,66,89,112,1,2,4,6,12,44,335,529,704,45,1065,1251,1697,3714,4466,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597491,6.2,66,89,112,1,2,4,6,12,44,335,529,704,45,1065,1251,1697,3714,4466,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597493,8.4,66,89,112,1,2,4,6,12,45,335,529,693,45,1065,1251,1697,3714,4466,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597495,8.4,66,89,112,1,2,4,6,12,45,335,529,693,45,1065,1251,1697,3714,4466,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597497,8,66,89,112,1,2,4,6,12,44,335,529,693,45,1081,1253,1736,3832,4711,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597499,8,66,89,112,1,2,4,6,12,44,335,529,693,45,1081,1253,1736,3832,4711,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597501,8,66,89,112,1,2,4,6,12,44,335,529,693,45,1081,1253,1736,3832,4711,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597503,4.8,66,89,112,1,2,4,6,12,44,335,529,693,45,1081,1253,1734,3714,4711,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597505,4.8,66,89,112,1,2,4,6,12,44,335,529,693,45,1081,1253,1734,3714,4711,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597507,5.6,66,89,112,1,2,4,6,12,44,335,528,693,45,1065,1253,1701,3714,4711,35,48,119,0.5,3,100,128,16,4,128,128,1024
1517597509,5.6,66,89,112,1,2,4,6,12,44,335,528,693,45,1065,1253,1701,3714,4711,35,48,119,0.5,3,100,128,16,4,128,128,1024
